"t_fagussylvatica_3d_summer";216450.496094;6200.214356;273.497681;0.000000;0.000000;1.000000;0.000016;
"t_fagussylvatica_1fd_summer";216438.082031;6200.393066;273.497681;0.000000;0.000000;1.000000;0.000060;
"t_fagussylvatica_2fc_summer";216472.445312;6199.939942;273.497681;0.000000;0.000000;1.000000;0.000108;
"t_fagussylvatica_3s_summer";216489.697265;6196.809082;273.497681;0.000000;0.000000;1.000000;-0.136006;
"t_fagussylvatica_1fc_summer";216459.421875;6200.408691;273.497681;0.000000;0.000000;1.000000;0.000014;
"t_fagussylvaticae_3f_summer";216543.927735;6194.886231;273.497681;0.000000;0.000000;1.000000;0.000000;
"t_fagussylvatica_3f_summer";216530.763672;6196.521973;273.497681;0.000000;0.000000;1.000000;-0.000008;
"t_fagussylvatica_3fb_summer";216517.662109;6197.909668;273.497681;0.000000;0.000000;1.000000;0.000034;
"t_fagussylvatica_2f_summer";216506.427734;6196.778809;273.497681;0.000000;0.000000;1.000000;-0.000033;
"t_populusnigra_3sb_summer";216556.472656;6195.406739;273.497681;0.000000;0.000000;1.000000;-0.000030;
"t_pinussylvestris_2f_summer";216489.306641;6163.361816;1.160118;0.000000;0.000000;1.000001;-0.000061;
"t_pinussylvestris_2fb_summer";216474.070313;6164.093262;1.160118;0.000000;0.000000;1.000001;-0.000005;
"t_pinussylvestris_3f_summer";216465.250000;6164.048828;1.160118;0.000000;0.000000;1.000001;0.000079;
"t_piceaabies_2fb_summer";216465.875000;6141.419922;359.355927;0.000000;0.000000;1.000001;-0.000027;
"t_piceaabies_2f_summer";216479.619141;6142.503418;359.355927;0.000000;0.000000;1.000001;-0.000037;
"t_piceaabies_2s_summer";216487.441406;6143.816895;359.355927;0.000000;0.000000;1.000001;-0.000067;
"t_piceaabies_3f_summer";216458.273437;6141.251465;83.991913;0.000000;0.000000;1.000001;0.000028;
"t_larixdecidua_3fb_summer";216473.234375;6139.690918;1.160118;0.000000;0.000000;1.000001;0.000011;
"t_pinussylvestris_3fc_summer";216481.802735;6164.795409;235.983337;0.000000;0.000000;1.000001;0.000029;
"t_pinussylvestris_3s_summer";216505.533203;6162.739746;1.160118;0.000000;0.000000;1.000001;-0.000025;
"t_larixdecidua_1f_summer";216544.359375;6162.248047;1.160118;0.000000;0.000000;1.000001;0.000031;
"t_larixdecidua_1f_summer";216536.404297;6162.204590;1.160286;0.000000;0.000000;1.524319;0.000000;
"t_pinussylvestris_2sb_summer";216529.607422;6162.218262;1.160118;0.000000;0.000000;1.000001;0.000065;
"t_piceaabies_2sb_summer";216496.693359;6144.477051;359.355927;0.000000;0.000000;1.000001;-0.000029;
"t_pinussylvestris_2s_summer";216522.509766;6163.429199;1.160118;0.000000;0.000000;1.000001;0.000028;
"t_pinussylvestris_1f_summer";216549.914063;6162.752442;1.160118;0.000000;0.000000;1.000001;-0.000031;
"t_piceaabies_1sb_summer";216511.876953;6144.823731;359.355927;0.000000;0.000000;1.000001;0.000000;
