"church3";209137.455078;5548.234864;0.000000;0.000000;0.000000;1.000000;0.000000;
"slum_roof6";209110.559668;5491.848019;0.000000;0.000000;0.000000;1.000000;0.000000;
"wreck_sed02_aban2_yellow";209092.018262;5483.339600;0.000000;0.000000;0.000000;1.000000;0.000000;
"wreck_sed02_aban2_red";209087.541076;5483.339599;0.000000;0.000000;0.000000;1.000000;0.000000;
"slum_house5";209099.464408;5480.013073;0.000000;0.000000;0.000000;1.000000;0.000000;
"church4_lightblue";209127.637696;5507.003967;0.000000;0.000000;0.000000;1.000000;0.000000;
"slum_roof5";209110.374749;5480.382917;0.000000;0.000000;0.000000;1.000000;0.000000;
"chapel";209126.825195;5525.783753;0.000000;0.000000;0.000000;1.000000;0.000000;
"slum_house6";209098.817186;5489.259124;0.000000;0.000000;0.000000;1.000000;0.000000;
"slum_house7";209098.447345;5498.135332;0.000000;0.000000;0.000000;1.000000;0.000000;
"misc_bench9";209195.375987;5493.735656;0.000000;0.000000;0.000000;1.000000;0.000000;
"wreck_v3s";209168.739259;5475.893126;0.000000;0.000000;0.000000;1.000000;-0.000031;
"misc_bench8";209195.154079;5491.368667;0.000000;0.000000;0.000000;1.000000;0.000000;
"lamp_decorative";209197.316905;5479.354308;0.000000;0.000000;0.000000;1.000000;0.000000;
"wreck_digger";209161.431639;5487.976135;0.000000;0.000000;0.000000;1.000000;0.000031;
"wreck_volha_police";209186.393554;5476.148986;0.000000;0.000000;0.000000;1.000000;0.000000;
"garbage_container2_closed";209211.333771;5487.538868;0.000000;0.000000;0.000000;1.000000;0.000000;
"church1_yellow";209138.491211;5523.840821;0.000000;0.000000;0.000000;1.000000;0.000000;
"garbage_pile8";209202.398387;5492.568720;0.000000;0.000000;0.000000;1.000000;0.000000;
"village_policestation";209188.169922;5514.340149;0.000000;0.000000;0.000000;1.000000;0.000000;
"garbage_container2_open";209211.392946;5490.734302;0.000000;0.000000;0.000000;1.000000;0.000000;
"wreck_volha_grey";209180.764648;5476.148987;0.000000;0.000000;0.000000;1.000000;0.000000;
"wreck_bulldozer";209166.125000;5487.728091;0.000000;0.000000;0.000000;1.000000;0.000000;
"village_pub";209206.571288;5516.457093;0.000000;0.000000;0.000000;1.000000;0.000000;
"misc_bench7";209195.154080;5488.631838;0.000000;0.000000;0.000000;1.000000;0.000000;
"misc_bench6";209195.007445;5485.922024;0.000000;0.000000;0.000000;1.000000;0.000000;
"garbage_pile7";209202.043339;5487.775566;0.000000;0.000000;0.000000;1.000000;0.000000;
"lamp_harbour";209206.269196;5479.446837;0.000000;0.000000;0.000000;1.000000;0.000000;
"lamp_halogen";209202.015289;5479.539125;0.000000;0.000000;0.000000;1.000000;0.000000;
"wreck_volha_blue";209175.264648;5475.893128;0.000000;0.000000;0.000000;1.000000;0.000000;
"village_healthcare";209165.098633;5516.475158;0.000000;0.000000;0.000000;1.000000;0.000000;
"wreck_ural";209161.959960;5475.893127;0.000000;0.000000;0.000000;1.000000;0.000000;
"slum_house2";209097.985040;5448.299125;0.000000;0.000000;0.000000;1.000000;0.000000;
"slum_house4";209098.262423;5468.732893;0.000000;0.000000;0.000000;1.000000;0.000000;
"busstop_village2_sign";209089.858610;5442.663785;0.000000;0.000000;0.000000;1.000000;0.000000;
"busstop_village2";209089.294276;5448.871459;0.000000;0.000000;0.000000;1.000000;0.000000;
"garbage_bin2";209086.410914;5437.597210;0.000000;0.000000;0.000000;1.000000;0.000000;
"misc_table_large";209085.153220;5456.933008;0.000000;0.000000;0.000000;1.000000;0.000000;
"slum_roof3";209109.542604;5457.175334;0.000000;0.000000;0.000000;1.000000;0.000000;
"slum_roof2";209109.265224;5446.819757;0.000000;0.000000;0.000000;1.000000;0.000000;
"slum_roof4";209109.635064;5468.547972;0.000000;0.000000;0.000000;1.000000;0.000000;
